about_link,thumb_link,year_end,year_begin,title,format,source,subject 1,subject 2,subject 3,subject 4,subject 5,subject 6,subject 7,subject 8,subject 9,subject 10,subject 11,relation,location 1,location 2,location 3,location 4,location 5,identifier,description,type,rights,publisher,language,creator 1,creator 2,creator 3,creator 4,contributor 1,contributor 2,contributor 3,contributor 4,contributor 5
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/393,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/393,,,"Lieutenant Bull Head, Yanktonai Dakota",1 cabinet photograph; image 9.7 x 14.0 cm; on sheet 10.8 x 16.5 cm Albumen prints; Cartes de visite; Photographs; Portraits jpeg,,Indians of North America,Yankton Indians,Yanktonai Indians,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 39 AP 628

","Cabinet photograph of Lieutenant Bull Head. In pencil written on verso,""Ex-chief of Police at Standing Rock Agency who killed and was killed by Sitting Bull."" Printed on back,""Chief Gall/D.F. Barry/Photographer/West Superior, Wis/Photographs of All Noted Indians/Catalogues Mailed on Application.""",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,"Barry, D. F. (David Francis), 1854-1934",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/396,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/396,,,"Group, Yankton Dakota",1 portrait photograph; image 16.1 x 10.0 cm; on sheet 22.8 x 17.8 cm Albumen prints; Photographs; Portraits jpeg,,Indians of North America,Yankton Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 54 AP 603

","Group portrait. In pencil on back,""white man, third from left, Charles F. Picotte (Identification by Elmo Scott Watson, 2/28/1948)""",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,,,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/399,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/399,,1867,"Sea Nuska (Long Foot), Dakota",1 portrait photograph; image 13.5 x 18.7 cm; on sheet 25.3 x 30.6 cm Albumen prints; Photographs; Portraits jpeg,,Indians of North America,Yankton Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","Washington (D.C.)
",,,,,"Ayer Photographs box 105 AP 2694

","Portrait photograph of Sea Nuska (Long Foot). On the verso is written ""The property of A.J. Faulk, Yankton, May 1867""",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,Addis Gallery,,,,"Faulk, Andrew Jackson, 1814-1898",,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/402,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/402,,1867,"George, son of Wa ba Sha, Chief, Santee Dakota",1 portrait photograph; image 13.5 x 18.7 cm; on sheet 25.6 x 30.6 cm Albumen prints; Photographs; Portraits jpeg,,Indians of North America,Santee Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 105 AP 2714

","Portrait photograph of George, son of Wa ba Sha. Title and provenance information written on the verso of photograph in pencil and ink.",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,Addis Gallery,,,,"Faulk, Andrew Jackson, 1814-1898",,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/405,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/405,,,Wa-Kan-O-Zhan-Zhan (Medicine Bottle),1 carte de visite; image 5.8 x 8.6 cm; on sheet 6.2 x 10.2 cm Albumen prints; Cartes de visite; Photographs; Portraits jpeg,,Indians of North America,Santee Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 76 AP 3084

","Card stock photograph of Wa-Kan-O-Zhan (Medicine Bottle). Printed on mount, ""Engaged in the Massacre of 1862. Prisoner at Fort Snelling."" Two cent stamp on verso side. Printed on verso side, ""The plate from which this Picture was made will be preserved. Copies can be obtained at any time. Photograph Albums In Great Variety, Card Photographs of Indians, Scenery & Celebrities For Sale.""",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,"Whitney's Gallery (Saint Paul, Minn.)",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/408,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/408,,1867,"Pia Wakon Nazhe (Medicine Cow), Chief, Yankton Dakota",1 portrait photograph; image 13.5 x 18.7 cm; on sheet 25.3 x 30.6 cm Albumen prints; Photographs; Portraits jpeg,,Indians of North America,Yankton Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 105 AP 2710

",Portrait photograph of Pia Wakon Nazhe (Medicine Cow). Title and provenance information written on the verso of photograph in pencil and ink.,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,Addis Gallery,,,,"Faulk, Andrew Jackson, 1814-1898",,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/411,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/411,,,"Boy & two girls, Santee Dakota Boy and two girls, Santee Dakota",1 portrait photograph; image 10.2 x 13.7 cm; on oval sheet 17.8 x 22.8 cm Albumen prints; Photographs; Portraits jpeg,,Indians of North America,Santee Indians,Indian children,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 37 AP 763

",Portrait photograph of a boy and two girls,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,eng,,,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/414,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/414,,1866,"Group, Yankton Dakota",1 stereograph; image 15.1 x 7.5 cm; on sheet 17.2 x 8.3 cm Albumen prints; Stereographs; Photographs; Portraits jpeg,,Indians of North America,Yankton Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","United States--Dakota Territory
",,,,,"Ayer Photographs box 105 AP 2669

","Stereograph of a group of people. Written in ink on verso,""On back 'Mrs. A.I.F."" and ""Yankton Sioux - Dakota ___ - Oct. 1866.""",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,,,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/417,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/417,,,"Two men in front of Church, Winnebago",1 carte de visite; image 8.2 x 5.7 cm; on sheet 10.3 x 6.2 cm Albumen prints; Cartes de visite; Photographs; Portraits jpeg,,Indians of North America,Winnebago Indians,Church buildings,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 76 AP 3077

","Card stock photograph. Written on verso,""Winnebago Church.""",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,"Upton, B. F. (Benjamin Franklin)",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/420,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/420,,,"Winnesheek, (Thunder coming), chief, Winnebago",1 carte de visite; image 5.7 x 8.9 cm; on sheet 6.2 x 10.3 cm Albumen prints; Cartes de visite; Photographs; Portraits jpeg,,Indians of North America,Winnebago Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 76 AP 3078

","Card stock photograph of Winnesheek (Thunder coming)"" Written on verso,""_____________ Thunder coming Chief of the Winnebago/ Winnesheek.""",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,"Upton, B. F. (Benjamin Franklin)",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/423,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/423,,,"Magabebdu (Drifting Goose), Sisseton Dakota",1 portrait photograph; image 12.5 x 18.1 cm; on sheet 17.8 x 22.8 cm Albumen prints; Photographs; Portraits jpeg,,Indians of North America,Santee Indians,Sisseton Indians,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 37 AP 542

","Profile portrait of Magabebdu (Drifting Goose). On verso, written in pencil is ""Drifting Goose"" and library call number.",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,,,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/426,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/426,,,"Child, Winnebago","3 portrait photographs; image 6.0 x 8.1 cm. (2 6/16 in. x 3 3/16 in.), 5.8 cm. x 8.0 cm. (2 5/16 in. x 3 3/16 in.), 5.8 cm. x 8.1 cm; on sheet 17.8 x 22.8 cm Albumen prints; Photographs; Portraits jpeg",,Indians of North America,Winnebago Indians,Indian children,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 52 AP 1651a-1651c

",Three different portrait photographs of three unnamed children all mounted on one sheet. Written in pencil on verso are tribal information and library call number.,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,,,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/429,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/429,,1867,"Wama de Iapa (Black Eagle or John Ree), brother of chief, Yankton Dakota",1 portrait photograph; image 13.5 x 18.7 cm; on sheet 25.3 x 30.6 cm Albumen prints; Photographs; Portraits jpeg,,Indians of North America,Yankton Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 105 AP 2696

",Portrait photograph of Wama de Iapa (Black Eagle or John Ree). Title and provenance information written on the verso of photograph in pencil and ink.,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,Addis Gallery,,,,"Faulk, Andrew Jackson, 1814-1898",,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/432,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/432,,1867,"Smutty Bear, Chief, Yankton Dakota",1 portrait photograph; image 13.6 x 18.8 cm; on sheet 25.6 x 30.6 cm Albumen prints; Photographs; Portraits jpeg,,Indians of North America,Yankton Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 105 AP 2711

",Portrait photograph of Smutty Bear. Title and provenance information written on the verso of photograph in pencil and ink.,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,Addis Gallery,,,,"Faulk, Andrew Jackson, 1814-1898",,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/435,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/435,,,"Tatanka wakan (Sacred Bull), Yankton Dakota",1 portrait photograph; image 7.0 x 10.0 cm; on sheet 17.8 x 22.8 cm Albumen prints; Photographs; Portraits jpeg,,Indians of North America,Yankton Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 54 AP 584

","Portrait photograph of Tatanka wakan (Sacred Bull)"" On verso, written in pencil is ""Tatanka wakan (Sacred Bull)"" and library call number.",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,,,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/438,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/438,,1867,"Ip se sha Wa Kia (Jumping Thunder), chief, Yankton Dakota",1 portrait photograph; image 13.4 x 18.6 cm; on sheet 25.3 x 30.6 cm Albumen prints; Photographs; Portraits jpeg,,Indians of North America,Yankton Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","Washington (D.C.)
",,,,,"Ayer Photographs box 105 AP 2693

","Portrait photograph of Ip se sha Wa Kia (Jumping Thunder). On the verso is written,""The property of A.J. Faulk, Yankton, D.T. May, 1867""",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,Addis Gallery,,,,"Faulk, Andrew Jackson, 1814-1898",,,,
