about_link,thumb_link,year_end,year_begin,title,format,source,subject 1,subject 2,subject 3,subject 4,subject 5,subject 6,subject 7,subject 8,relation,location 1,location 2,location 3,location 4,location 5,identifier,rights,publisher,type,creator 1,creator 2,language,description,contributor 1,contributor 2,contributor 3
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/860,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/860,,1915,"Crab Tree Dairy Farm, Lake Bluff, Illinois, 1915
","
Photographs
tiff","
",Dairy farms,"Farm buildings
",,,,,,,"Percy H. Sloan photographs, 1890-1930
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Lake Bluff
",,,,,"Midwest MS Sloan Box 2 Folder 45

mms_sloan_bx_2_fl_45_01_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Sloan, Percy H. (Percy Haydn), 1867-",,English,"""Crab Tree Dairy, Lake Bluff; Mr. Scott Durand""--Photograph verso.",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/861,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/861,1925,1900,"Nathan G. Moore House, Oak Park, Illinois, early 20th century
","
Photographs
tiff","
",Housing,Dwellings,"Architecture, Domestic","Wright, Frank Lloyd, 1867-1959","Windows
",,,,"Percy H. Sloan photographs, 1890-1930
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Oak Park
",,,,,"Midwest MS Sloan Box 2 Folder 46

mms_sloan_bx_2_fl_46_02_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Sloan, Percy H. (Percy Haydn), 1867-",,English,"""Moore Res., Forest Ave. and Superior St. Oak Park., East Bay; Frank Lloyd Wright, Archt.""--Photograph verso.",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/862,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/862,1925,1900,"Woodlawn Park Methodist Episcopal Church, Chicago, early 20th century
","
Photographs
tiff","
",Church buildings,Churches,"Religious facilities
",,,,,,"Percy H. Sloan photographs, 1890-1930
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Sloan Box 1 Folder 24

mms_sloan_bx_1_fl_24_02_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Sloan, Percy H. (Percy Haydn), 1867-",,English,"""Woodlawn Park M.E. Woodlawn Ave. and 64th""--Photograph verso.",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/863,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/863,1925,1900,"Colonial style house, Evanston, Illinois, early 20th century
","
Photographs
tiff","
",Housing,Dwellings,"Architecture, Colonial","Architecture, Domestic
",,,,,"Percy H. Sloan photographs, 1890-1930
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Evanston
",,,,,"Midwest MS Sloan Box 2 Folder 44

mms_sloan_bx_2_fl_44_09_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Sloan, Percy H. (Percy Haydn), 1867-",,English,"""Colonial House, Greenleaf and Lake Shore Blvd., Evanston""--Photograph verso.",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/864,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/864,1925,1900,"Interior of home, Illinois, early 20th century
","
Photographs
tiff","
",Staircases,Interior architecture,Housing,"Dwellings
",,,,,"Percy H. Sloan photographs, 1890-1930
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois
",,,,,"

mms_sloan_bx_2_fl_55_02_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Sloan, Percy H. (Percy Haydn), 1867-",,English,Unidentified house.,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/865,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/865,,1915,"Crab Tree Dairy Farm, Lake Bluff, Illinois, 1915
","
Photographs
tiff","
",Dairy farms,"Farm buildings
",,,,,,,"Percy H. Sloan photographs, 1890-1930
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Lake Bluff
",,,,,"

mms_sloan_bx_2_fl_55_07_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Sloan, Percy H. (Percy Haydn), 1867-",,English,"""Crab Tree Dairy, 1915""--Photograph verso.",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/866,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/866,1925,1900,"American Book Company, Chicago, early 20th century
","
Photographs
tiff","
",Printing plants,Publishers and publishing,"American Book Company
",,,,,,"Percy H. Sloan photographs, 1890-1930
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Sloan Box 1 Folder 32

mms_sloan_bx_1_fl_32_05_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Sloan, Percy H. (Percy Haydn), 1867-",,English,"""Entrance, American Book Co., 330 E. 22nd St.""--Photograph verso.",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/867,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/867,1925,1900,"First Methodist Church historical marker, Evanston, Illinois, early 20th century
","
Photographs
tiff","
",Historical markers,"Churches
",,,,,,,"Percy H. Sloan photographs, 1890-1930
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Evanston
",,,,,"Midwest MS Sloan Box 2 Folder 42

mms_sloan_bx_2_fl_42_02_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Sloan, Percy H. (Percy Haydn), 1867-",,English,"""Tablet, site of first church in Evanston, on Public Library grounds""--Photograph verso.",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/868,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/868,1914,1913,"Church of the Immaculate Conception, Bridgeport, Chicago, between 1913 and 1914
","
Photographs
tiff","
",Church buildings,Churches,"Religious facilities
",,,,,,"Percy H. Sloan photographs, 1890-1930
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Sloan Box 1 Folder 13

mms_sloan_bx_1_fl_13_01_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Sloan, Percy H. (Percy Haydn), 1867-",,English,"""31st and Mospratt""--Photograph verso. Now W 31st St & S Aberdeen St.",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/869,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/869,,1913,"Saint Anthony Parish, Chicago, 1913
","
Photographs
tiff","
",Church buildings,Churches,"Religious facilities
",,,,,,"Percy H. Sloan photographs, 1890-1930
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Sloan Box 1 Folder 28

mms_sloan_bx_1_fl_28_01_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Sloan, Percy H. (Percy Haydn), 1867-",,English,"""Entrance and mosaics, St. Anthony of Padua, Wallace at 28th Pl., N.E. corner""--Photograph verso.",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/870,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/870,1925,1900,"Erwin House, Oak Park, Illinois, early 20th century
","
Photographs
tiff","
",Housing,Dwellings,"Architecture, Domestic
",,,,,,"Percy H. Sloan photographs, 1890-1930
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Oak Park
",,,,,"Midwest MS Sloan Box 2 Folder 46

mms_sloan_bx_2_fl_46_11_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Sloan, Percy H. (Percy Haydn), 1867-",,English,"""Spanish Mission (?) house; 530 Euclid Ave., Oak park""--Photograph verso. George W. Maher, Archt.",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/871,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/871,1925,1900,"First Church of Christ, Scientist, Evanston, Illinois, early 20th century
","
Photographs
tiff","
",Churches,Church buildings,"Religious facilities
",,,,,,"Percy H. Sloan photographs, 1890-1930
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Evanston
",,,,,"Midwest MS Sloan Box 2 Folder 42

mms_sloan_bx_2_fl_42_05_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Sloan, Percy H. (Percy Haydn), 1867-",,English,"""First Christian Science Ch.; Chicago Ave. at Grove St, Evanston""--Photograph verso.",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/872,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/872,,1914,"Lenders residence, Riverside, Illinois, April 5, 1914
","
Photographs
tiff","
",Housing,Dwellings,"Architecture, Domestic
",,,,,,"Percy H. Sloan photographs, 1890-1930
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Riverside
",,,,,"Midwest MS Sloan Box 2 Folder 47

mms_sloan_bx_2_fl_47_07_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Sloan, Percy H. (Percy Haydn), 1867-",,English,"""223 Blooming Bank Rd., Stone Colonial House, Riverside; April 5, 1914; Adolf Linders, Archt.?""--Photograph verso.",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/873,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/873,1925,1900,"County jail, Chicago, early 20th century
","
Photographs
tiff","
","Jails
",,,,,,,,"Percy H. Sloan photographs, 1890-1930
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Sloan Box 1 Folder 30

mms_sloan_bx_1_fl_30_07_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Sloan, Percy H. (Percy Haydn), 1867-",,English,"""County Jail entrance, Dearborn and Illinois; French Feudal Gothic; razed""--Photograph verso.",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/874,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/874,1925,1900,"James Hall Taylor House, Oak Park, Illinois, early 20th century
","
Photographs
tiff","
",Housing,Dwellings,"Architecture, Domestic
",,,,,,"Percy H. Sloan photographs, 1890-1930
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Oak Park
",,,,,"Midwest MS Sloan Box 2 Folder 46

mms_sloan_bx_2_fl_46_03_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Sloan, Percy H. (Percy Haydn), 1867-",,English,"""J. Hall Taylor Residence; 405 N. Euclid Ave., O.P.: George W. Maher, Archt.""--Photograph verso.",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/875,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/875,1925,1900,"Nathan G. Moore House, Oak Park, Illinois, early 20th century
","
Photographs
tiff","
",Housing,Dwellings,"Architecture, Domestic","Wright, Frank Lloyd, 1867-1959
",,,,,"Percy H. Sloan photographs, 1890-1930
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Oak Park
",,,,,"Midwest MS Sloan Box 2 Folder 46

mms_sloan_bx_2_fl_46_15_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Sloan, Percy H. (Percy Haydn), 1867-",,English,"""English timbered Sts.; Moore Res., Forest Ave. and Superior St. Oak Park.; Frank Lloyd Wright, Archt.""--Photograph verso.",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/876,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/876,1925,1900,"House, Chicago, early 20th century
","
Photographs
tiff","
",Housing,Brick houses,Dwellings,"Architecture, Domestic
",,,,,"Percy H. Sloan photographs, 1890-1930
Midwest Manuscript Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Midwest MS Sloan Box 1 Folder 38

mms_sloan_bx_1_fl_38_01_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Sloan, Percy H. (Percy Haydn), 1867-",,English,"""Milwaukee Ave.; oldest brick house in Chicago, 1842; Dickinson's Tavern (?)""--Photograph verso.",,,
